,Timestamp,Embedded_text,Comments,Likes,Retweets,date,heure
1992,2021-06-30T09:06:26.000Z,"Cet « échange très franc » avec 
@AlbinMichel
 est aussi très imaginaire.
Quote Tweet
Benoît Daragon
@bendarag
 · Jun 29
""Nous avons eu un échange très franc avec Eric Zemmour, qui m'a récemment confirmé son intention de s'engager dans la présidentielle et de faire de son prochain livre un élément clé de sa candidature"", a précisé Gilles Haéri, le président d'Albin Michel, à l'AFP
267
1.2K
4.2K",267.0,1200.0,4200.0,2021-06-30 09:06:26,1900-01-01 09:06:26
1994,2021-07-01T08:20:03.000Z,"Nos politiques font semblant de ne pas voir que depuis 30 ans ils réduisent les budgets de l'armée française.
#Facealinfo
2:03
19K views
66
267
1K",66.0,267.0,1000.0,2021-07-01 08:20:03,1900-01-01 08:20:03
1996,2021-07-02T08:03:46.000Z,"Chacun à le droit de défendre sa culture, sa civilisation.
Pour la diversité, les Français doivent rester français, les Anglais anglais et les Chinois chinois.
#Facealinfo
1:36
57.1K views
387
996
3.5K",387.0,996.0,3500.0,2021-07-02 08:03:46,1900-01-01 08:03:46
1998,2021-07-03T09:55:41.000Z," Mais personne, sur le terrain, comme dans les gradins, ne se sent appartenir à une hypothétique équipe d’Europe.

Ma dernière chronique dans Le Figaro Magazine.
110
335
1.1K",110.0,335.0,1100.0,2021-07-03 09:55:41,1900-01-01 09:55:41
1999,2021-07-05T12:22:29.000Z,"Max Weber disait : le modèle de citoyen n'existe que dans les pays de culture grecque et romaine. L'Inde, la Chine et le monde islamique ne connaissent pas la citoyenneté.
#Facealinfo
1:03
20.9K views
79
335
1.1K",79.0,335.0,1100.0,2021-07-05 12:22:29,1900-01-01 12:22:29
2000,2021-07-05T07:58:11.000Z,"Quand l'assimilation n'est plus imposée, il y a des diasporas qui s'organisent en vivant comme dans leurs pays d'origine. Alors, nous ne sommes plus unis par un modèle culturel et civilisationnel. C'est ça la racialisation.
#Facealinfo
158
714
2.2K",158.0,714.0,2200.0,2021-07-05 07:58:11,1900-01-01 07:58:11
2003,2021-07-06T10:53:06.000Z,"Je suis pour la blouse ou l'uniforme à l'école.
L'école doit être un sanctuaire du savoir. Elle ne doit pas être la mise en scène des différences sociales entre les élèves.
#Facealinfo
2:05
39.5K views
252
867
3.8K",252.0,867.0,3800.0,2021-07-06 10:53:06,1900-01-01 10:53:06
2004,2021-07-06T08:22:26.000Z,"Voile islamique et burkini : l'islam veut montrer que l'Europe, la France, sont en voie d'islamisation.
Tous les vêtements sont des étendards.
#Facealinfo
119
697
2.1K",119.0,697.0,2100.0,2021-07-06 08:22:26,1900-01-01 08:22:26
2007,2021-07-07T12:28:35.000Z,"Que valent les notes ? 
Pour compenser l'effondrement du niveau scolaire, on a surnoté notamment dans les lycées les plus médiocres. Tout le monde sait qu'un 18 à Bobigny vaut un 8 à Henri IV.
#Facealinfo
1:50
26.6K views
130
456
1.7K",130.0,456.0,1700.0,2021-07-07 12:28:35,1900-01-01 12:28:35
2008,2021-07-07T09:49:02.000Z,"Le contrôle continu ne fait que participer à cette grande liquidation du système scolaire français. C'est de l'inégalité profonde.
#Facealinfo
59
324
1.2K",59.0,324.0,1200.0,2021-07-07 09:49:02,1900-01-01 09:49:02
2011,2021-07-08T19:01:33.000Z,"Toutes ces interventions militaires aggravent le mal au lieu de le résoudre. 
S'il n'y a pas de peuple ou de sentiment d'appartenance, il ne peut pas y avoir de démocratie.
#Facealinfo
2:03
19.6K views
42
202
862",42.0,202.0,862.0,2021-07-08 19:01:33,1900-01-01 19:01:33
2012,2021-07-08T14:39:08.000Z,"Il n'a jamais été question dans l'esprit d'
@EmmanuelMacron
 de faire un référendum sur le climat. C'était une manœuvre politique pour soigner sa gauche à la suite des municipales où les Verts sont venus lui disputer son électorat des métropoles. 
#Facealinfo
25
206
789",25.0,206.0,789.0,2021-07-08 14:39:08,1900-01-01 14:39:08
2013,2021-07-08T09:35:11.000Z,"Les militants d'extrême-gauche ont pris en otage l'écologie depuis 40 ans.
#Facealinfo
62
349
1.4K",62.0,349.0,1400.0,2021-07-08 09:35:11,1900-01-01 09:35:11
2016,2021-07-09T13:17:58.000Z,"Vous êtes déjà 40 000 à me suivre sur Instagram. Merci ! https://instagram.com/ericzemmour_/
194
366
2.8K",194.0,366.0,2800.0,2021-07-09 13:17:58,1900-01-01 13:17:58
2017,2021-07-09T11:03:29.000Z," Peu de gens avouent que la réforme des retraites est une des conditions posées par la Commission de Bruxelles pour distribuer le plan de financement européen.

 Ma dernière chronique dans Le Figaro Magazine.

https://lefigaro.fr/vox/economie/eric-zemmour-le-casse-tete-de-la-reforme-des-retraites-20210709…
122
550
1.1K",122.0,550.0,1100.0,2021-07-09 11:03:29,1900-01-01 11:03:29
2018,2021-07-10T17:32:04.000Z,"Vaccination : pourquoi ne pas avoir de discussions rationnelles au lieu de s'invectiver les uns les autres et pourquoi ne pas respecter la liberté individuelle ?
#Facealinfo
1:59
50.3K views
264
723
2.3K",264.0,723.0,2300.0,2021-07-10 17:32:04,1900-01-01 17:32:04
2020,2021-07-11T09:12:05.000Z,"Jusqu’à quand ?
Quote Tweet
Valérie Boyer
@valerieboyer13
 · Jul 10
Un week-end ordinaire en France où la presse relate en qq heures 
.#ClayeSouilly un Sénégalais déjà connu de la police en situation irrégulière poignarde à mort un vendeur #Bouygues de 18ans en blesse un de 20ans
.#Paris un touriste espagnol attaqué au cutter par un Roumain twitter.com/Le_Figaro/stat…
282
962
3.5K",282.0,962.0,3500.0,2021-07-11 09:12:05,1900-01-01 09:12:05
2021,2021-07-12T11:48:14.000Z,"Depuis 30 ans, il y a une remontée très nette des crimes notamment des agressions gratuites. 
#Facealinfo
1:08
34.4K views
112
514
1.8K",112.0,514.0,1800.0,2021-07-12 11:48:14,1900-01-01 11:48:14
2023,2021-07-13T12:27:49.000Z,"Depuis Maastricht et la montée en puissance de la technocratie européenne et des juges européens et français, il n'y a plus de grands présidents. L'esprit de la Ve République est faussé et donc il n'y a plus de souveraineté française digne de ce nom.
#Facealinfo
1:56
23.6K views
68
310
1.2K",68.0,310.0,1200.0,2021-07-13 12:27:49,1900-01-01 12:27:49
2024,2021-07-13T09:06:34.000Z,"Si j'étais Emmanuel #Macron, j'irais visiter la famille de ce pauvre enfant qui a été assassiné.
Ce serait un hommage au peuple français qui souffre et qui paie une politique d'immigration complètement folle.
#Facealinfo #Théo
230
1.4K
4.7K",230.0,1400.0,4700.0,2021-07-13 09:06:34,1900-01-01 09:06:34
2027,2021-07-14T09:23:11.000Z,"À nos victoires, à notre histoire, à notre gloire. Vive la France ! #14Juillet #FeteNationale
372
1.6K
8.5K",372.0,1600.0,8500.0,2021-07-14 09:23:11,1900-01-01 09:23:11
2028,2021-07-15T18:26:34.000Z,"Merci pour vos nombreux soutiens tout au long de l'année. Bonnes vacances.
0:06
115.3K views
974
1.8K
9.8K",974.0,1800.0,9800.0,2021-07-15 18:26:34,1900-01-01 18:26:34
2029,2021-07-15T15:06:40.000Z,"Si le califat islamique avait gagné à Bamako, on aurait pu avoir des millions de maghrébins qui seraient encore venus se réfugier en France.
#Facealinfo
58
202
887",58.0,202.0,887.0,2021-07-15 15:06:40,1900-01-01 15:06:40
2030,2021-07-15T12:33:27.000Z,"Il faut ôter aux immigrés les droits de décider de la politique d'immigration de la France et les rendre au peuple français, et donc à ses représentants.
#Facealinfo
139
626
2.7K",139.0,626.0,2700.0,2021-07-15 12:33:27,1900-01-01 12:33:27
2033,2021-07-16T16:12:46.000Z,"Il y a une prise de conscience très tardive des institutions bruxelloises qui comprennent petit à petit que la mondialisation qu'elles ont tant louée avait des effets pervers dramatiques.
#Facealinfo
1:36
25K views
69
389
1.5K",69.0,389.0,1500.0,2021-07-16 16:12:46,1900-01-01 16:12:46
2035,2021-07-17T14:18:05.000Z,"Fin de saison pour #Facealinfo : merci à tous ceux qui nous rejoignent de plus en plus nombreux et nous suivent assidûment, merci à toutes les personnes qui m'envoient des mails et merci à toute l'équipe pour cette ambiance de « cour d'école » chaleureuse et joviale.
1:23
36.7K views
217
545
3.2K",217.0,545.0,3200.0,2021-07-17 14:18:05,1900-01-01 14:18:05
2037,2021-07-18T13:12:36.000Z,"Au #14Juillet : le jeune homme en uniforme d'officier à genoux devant sa belle et qui la demande en mariage, c'est la tradition de l'amour courtois.
C'est le contraire de la mise à genoux des mouvements antiracistes. Ce n'est pas de la soumission, c'est de l'élégance.
#Facealinfo
1:39
38K views
157
740
3.5K",157.0,740.0,3500.0,2021-07-18 13:12:36,1900-01-01 13:12:36
2039,2021-07-19T16:42:56.000Z,"J’apprends avoir été mis sur écoute par un État étranger. Si le gouvernement savait mais n’a rien fait, alors c’est un scandale. S’il l’ignorait, c’est inquiétant. Cela prouve notre grande fragilité face aux ingérences étrangères.
Quote Tweet
Valeurs actuelles ن
@Valeurs
 · Jul 18
 #Espionnage : 1 000 Français, dont Eric #Zemmour, espionnés par un système de #surveillance internationale.
https://valeursactuelles.com/monde/espionnage-1-000-francais-dont-eric-zemmour-espionnes-par-un-systeme-de-surveillance-internationale/…
877
2.6K
7.1K",877.0,2600.0,7100.0,2021-07-19 16:42:56,1900-01-01 16:42:56
2040,2021-07-19T14:47:48.000Z,"Une vie de combats et de littérature, des générations d’étudiants formés à l’UNI 
@droiteuniv
, je ne peux que saluer la mémoire de Jacques Rougeot.
Quote Tweet
UNI
@droiteuniv
 · Jul 19
Notre Président d’honneur Jacques Rougeot, cofondateur de l’UNI, nous a quittés cette nuit.

Nous continuerons de faire vivre l’UNI, de poursuivre nos combats au service de la France, comme il nous l’a toujours appris depuis 53 ans.

Reposez en paix Monsieur le Président 
20
156
670",20.0,156.0,670.0,2021-07-19 14:47:48,1900-01-01 14:47:48
2041,2021-07-21T13:21:54.000Z," Mes conseils de lecture pour cet été. Et vous, quels livres allez-vous lire ?
1:53
29.7K views
110
159
756",110.0,159.0,756.0,2021-07-21 13:21:54,1900-01-01 13:21:54
2043,2021-07-22T14:06:04.000Z,"Comme 
@brigitte_bardot
 a raison ! Elle était si jolie dans les films que je regardais sur les écrans noir et blanc de mon enfance. Adieu Francoise.
Quote Tweet
BRIGITTE BARDOT
@brigitte_bardot
 · Jul 22
159
817
3.5K",159.0,817.0,3500.0,2021-07-22 14:06:04,1900-01-01 14:06:04
2044,2021-07-23T12:29:36.000Z,"Je suis poursuivi pour « discrimination raciale » à l’encontre des mineurs isolés. Le parquet aime tellement me poursuivre qu’il oublie que les mineurs ne sont pas une race !
Quote Tweet
L'Obs
@lobs
 · Jul 23
Info Obs - Eric Zemmour sera jugé le 8 septembre prochain pour provocation à la haine raciale https://nouvelobs.com/justice/20210723.OBS46850/info-obs-eric-zemmour-sera-juge-le-8-septembre-prochain-pour-provocation-a-la-haine-raciale.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1627034750…
739
2.1K
6.8K",739.0,2100.0,6800.0,2021-07-23 12:29:36,1900-01-01 12:29:36
2045,2021-07-25T14:13:29.000Z,"Félicitations Romain Cannone pour cette première médaille d'or française ! 
Une fierté pour tous les Français.
#AllezLesBleus #Tokyo2020
Quote Tweet
Equipe France
@EquipeFRA
 · Jul 25
CHAMPION OLYMPIQUE ! 
La première médaille d'or, elle est là et elle est pour l'épéiste Romain Cannone 

#AllezLesBleus #Tokyo2020
170
436
3K",170.0,436.0,3000.0,2021-07-25 14:13:29,1900-01-01 14:13:29
2046,2021-07-28T18:52:21.000Z,"Je comprends que pour 
@vpecresse
 on ne devient pas homme politique facilement : il faut des années de soumission à l’air du temps, de peur du qu'en-dira-t-on médiatique, de reniement de ses convictions et de vacuité d’éléments de langage. C’est le boulot de toute une vie !
342
1.5K
5K",342.0,1500.0,5000.0,2021-07-28 18:52:21,1900-01-01 18:52:21
2047,2021-08-01T18:15:55.000Z,"Dernière relecture. Rendez-vous à la rentrée !
593
1.8K
8.1K",593.0,1800.0,8100.0,2021-08-01 18:15:55,1900-01-01 18:15:55
2048,2021-08-02T09:52:57.000Z,"Un grand merci de votre soutien contre la censure sur #JeSoutiensZemmour !
jesoutienszemmour.fr
PÉTITION #JeSoutiensZemmour : signez maintenant !
Contre la censure, partagez la pétition !
969
2.1K
7.1K",969.0,2100.0,7100.0,2021-08-02 09:52:57,1900-01-01 09:52:57
2049,2021-08-03T07:51:34.000Z,"J’ai rencontré un ouvrier de cette usine. Un de ces hommes qu’on abandonne avec son crédit et qu’on condamne à des emplois précaires au nom d’une écologie dogmatique. Ne nous soumettons pas à cette folle politique qui saborde notre industrie et nos emplois.
lemonde.fr
« Cette entreprise, je l’ai dans le corps » : à la Fonderie du Poitou Fonte, la fin d’un monde pour...
Les salariés de l’usine d’Ingrandes-sur-Vienne, qui a fermé ses portes samedi 31 juillet, ont fait un adieu forcé à leur métier, non sans rancœur envers les industriels et le gouvernement.
165
987
3K",165.0,987.0,3000.0,2021-08-03 07:51:34,1900-01-01 07:51:34
2050,2021-08-04T13:47:46.000Z,"La censure a encore frappé.
Aujourd'hui c'est Jean Messiha qui est interdit de parole. Qui sera le suivant ?
724
1.9K
6.8K",724.0,1900.0,6800.0,2021-08-04 13:47:46,1900-01-01 13:47:46
2051,2021-08-04T10:26:39.000Z,"Je comprends les manifestants.

#manif7aout #PasseSanitaire
233
1.2K
3.5K",233.0,1200.0,3500.0,2021-08-04 10:26:39,1900-01-01 10:26:39
2052,2021-08-04T08:15:14.000Z,"Il faut arrêter les flux. Je ne parle pas seulement des clandestins : je pense d'abord à l'immigration légale.

 Retrouvez mon nouvel entretien dans Nice-Matin. 
#manif7aout #Immigration
209
1K
3K",209.0,1000.0,3000.0,2021-08-04 08:15:14,1900-01-01 08:15:14
2053,2021-08-08T11:36:38.000Z,"Nos athlètes font la fierté de tous les Français. Bravo pour ces 33 médailles !
#Paris2024 #JeuxOlympiques
220
506
3.6K",220.0,506.0,3600.0,2021-08-08 11:36:38,1900-01-01 11:36:38
2054,2021-08-09T12:50:11.000Z,"Ce criminel #rwandais qui avait déjà incendié la cathédrale de #Nantes nous montre à quel point notre humanisme et notre juridisme sont devenus les marques d’une faiblesse qui nous tue. #pretre
729
4K
12.2K",729.0,4000.0,12200.0,2021-08-09 12:50:11,1900-01-01 12:50:11
2055,2021-08-10T12:40:17.000Z,"Ils ont tous renoncé, mais ces tragédies ne sont pas inévitables. Refusons la fatalité !

#Nantes #Vendée
Quote Tweet
☨ Charles Prats APM
@CharlesPrats
 · Aug 10
 Prêtre tué en Vendée : « Ce drame doit entraîner une réforme », estime Charles Prats, délégué de l’Association Professionnelle des Magistrats dans ⁦@ladepechedumidi⁩  https://ladepeche.fr/2021/08/09/pretre-tue-en-vendee-ce-drame-doit-entrainer-une-reforme-estime-charles-prats-juge-des-libertes-et-de-la-detention-9723340.php…
96
484
1.9K",96.0,484.0,1900.0,2021-08-10 12:40:17,1900-01-01 12:40:17
2056,2021-08-11T16:21:54.000Z,"Je pense que l’on peut agir, je sais ce qu’il faut faire.
À demain dans 
@Valeurs
.
205
866
3.1K",205.0,866.0,3100.0,2021-08-11 16:21:54,1900-01-01 16:21:54
2057,2021-08-11T10:41:36.000Z,"Je vous donne rendez-vous demain. 

 Ce jeudi dans tous les kiosques, retrouvez mon entretien exclusif dans 
@Valeurs
.
231
965
3.5K",231.0,965.0,3500.0,2021-08-11 10:41:36,1900-01-01 10:41:36
2058,2021-08-12T18:58:07.000Z,"Entendez-vous le témoignage des Gilets Jaunes ?
118
379
1.6K",118.0,379.0,1600.0,2021-08-12 18:58:07,1900-01-01 18:58:07
2059,2021-08-12T08:33:52.000Z,"Mon entretien exclusif avec 
@Valeurs
 est désormais disponible.
Quote Tweet
Valeurs actuelles ن
@Valeurs
 · Aug 12
 [Entretien] Eric Zemmour : ""Je ne suis pas là pour jouer"" 
 À la veille du lancement de la campagne présidentielle, l'éditorialiste analyse la situation de la France et se confie sur les rumeurs d'une possible candidature 
https://valeursactuelles.com/clubvaleurs/politique/eric-zemmour-je-ne-suis-pas-la-pour-jouer/…
59
337
1.2K",59.0,337.0,1200.0,2021-08-12 08:33:52,1900-01-01 08:33:52
2060,2021-08-13T15:12:45.000Z,"Je défends ce que je pense être juste.
138
528
2.5K",138.0,528.0,2500.0,2021-08-13 15:12:45,1900-01-01 15:12:45
2061,2021-08-14T10:04:01.000Z,"La République peut être unitaire, fédérale, socialiste, communiste, islamique, américaine, italienne ou iranienne. La France est la France, 
@Enthoven_R
.
Quote Tweet
Raphaël Enthoven
@Enthoven_R
 · Aug 13
L'un des enjeux (et non le moindre) des prochaines élections présidentielles sera de mesurer le hiatus, ou plutôt l'abîme entre les gens qui défendent leur pays parce qu'ils sont républicains, et les gens qui défendent leur pays... parce que c'est leur pays.  twitter.com/ZemmourEric/st…
208
859
3.6K",208.0,859.0,3600.0,2021-08-14 10:04:01,1900-01-01 10:04:01
2062,2021-08-15T14:20:36.000Z,"Quelle inculture ! C’est la République qui a inventé le nationalisme en 1792 ! Il est vrai que ces républicains qui renient les sans culottes ont tout des petits marquis de l’Ancien Régime.
Quote Tweet
Gilles CLAVREUL
@GillesClavreul
 · Aug 15
Il y a des républiques mais il y a une seule République française. Il y a des France, et toutes ne se valent pas.
Au moins il y a accord sur la nature du désaccord : on est soit républicain, soit nationaliste, mais on ne peut être l'un et l'autre. @ZemmourEric @Enthoven_R twitter.com/ZemmourEric/st…
121
767
2.8K",121.0,767.0,2800.0,2021-08-15 14:20:36,1900-01-01 14:20:36
2063,2021-08-15T10:04:05.000Z,"Une belle journée pour la France et la civilisation : l’Assomption de Marie, le débarquement de Provence et la naissance de Napoléon ! Bonne fête à tous.
358
1.7K
9.1K",358.0,1700.0,9100.0,2021-08-15 10:04:05,1900-01-01 10:04:05
2064,2021-08-16T11:22:19.000Z,"Chez nous les éternels adorateurs de l’Autre nous pressent déjà de faire venir de nouveaux boat people. Ne nous laissons pas prendre aux mirages d’un faux humanisme. Nous n’avions rien à faire chez les Afghans et les Afghans n’ont rien à faire chez nous.
217
1.3K
4.8K",217.0,1300.0,4800.0,2021-08-16 11:22:19,1900-01-01 11:22:19
2066,2021-08-16T11:22:18.000Z,"Kaboul tombe comme Saïgon il y a 50 ans : c’est la même hubris américaine qui est punie. Mais l’islam a remplacé le communisme comme totalitarisme asservissant les peuples et luttant contre l’Occident.
65
497
1.6K",65.0,497.0,1600.0,2021-08-16 11:22:18,1900-01-01 11:22:18
2068,2021-08-16T07:30:59.000Z,"Merci cher 
@RafikSmati
 !
Quote Tweet
Rafik Smati
@RafikSmati
 · Aug 16
J’aurai le plaisir d’accueillir @ZemmourEric en Provence les 27 et 28 Août à la rentrée d’#ObjectifFrance. Nous échangerons ensemble sur la France, ses fractures, son génie, et par dessus tout sa capacité à embrasser l’avenir.

 Inscriptions !  http://bit.ly/3rBQ5Dc
64
474
1.9K",64.0,474.0,1900.0,2021-08-16 07:30:59,1900-01-01 07:30:59
2069,2021-08-18T11:58:28.000Z,"La France que nous aimons peut mourir.
393
1.3K
4.7K",393.0,1300.0,4700.0,2021-08-18 11:58:28,1900-01-01 11:58:28
2070,2021-08-19T18:55:11.000Z,"Retrouvez ma réaction face à la censure dans L'Incorrect 
@MagLincorrect
.

#STOPcensure
Quote Tweet
L'Incorrect
@MagLincorrect
 · Aug 19
 | Interview exclusive | 

Alors que son compte Instagram a été fermé pour des raisons encore inconnues, mais que l’on peut prédire, #EricZemmour s’exprime en exclusivité pour L’Incorrect sur la censure dont il fait l’objet.

 À retrouver ici : https://lincorrect.org/eric-zemmour-certains-doivent-se-dire-quil-est-urgent-de-me-faire-taire-instagram-lincorrect/…
Show this thread
158
751
2.3K",158.0,751.0,2300.0,2021-08-19 18:55:11,1900-01-01 18:55:11
2071,2021-08-19T10:10:41.000Z,"Ce matin, Instagram a pris la décision arbitraire de bannir mon compte officiel. Les GAFAM se sont engagés dans une lutte féroce contre les peuples qui ne veulent pas mourir. Ils peuvent me censurer, mais ils ne peuvent pas faire taire tout un peuple. #STOPcensure
2.1K
5.6K
13.8K",2100.0,5600.0,13800.0,2021-08-19 10:10:41,1900-01-01 10:10:41
2072,2021-08-20T11:03:40.000Z,"Merci à tous.
460
2.1K
9K",460.0,2100.0,9000.0,2021-08-20 11:03:40,1900-01-01 11:03:40
2073,2021-08-22T15:51:47.000Z,"Me supprimer, carrément ? 
Du communisme à la cancel culture, c’est toujours la même histoire : les procès de Moscou, les purges, la censure et la « suppression » des dissidents. #STOPcensure
Quote Tweet
Thomas Portes
@Portes_Thomas
 · Aug 19
En vérité Eric #Zemmour devrait être supprimé des médias. On ne doit pas donner la parole à des gens qui sont condamnés pour injure et provocation à la haine envers les musulmans. On sait où cela mène dans l’histoire quand les prêcheurs de haine se voient dérouler le tapis rouge.
597
1.9K
6.5K",597.0,1900.0,6500.0,2021-08-22 15:51:47,1900-01-01 15:51:47
2074,2021-08-22T09:39:36.000Z,"Ces associations militantes ne servent que des intérêts particuliers. #STOPcensure
145
838
3K",145.0,838.0,3000.0,2021-08-22 09:39:36,1900-01-01 09:39:36
2075,2021-08-23T07:22:47.000Z,"Je vous donne rendez-vous le 30 août à 19 h pour le début d’une nouvelle saison de Face à l’Info. Prêts ?
#Facealinfo
Quote Tweet
CNEWS
@CNEWS
 · Aug 22
 CNEWS vous donne rendez-vous dès demain 6H
pour une nouvelle saison riche en #actu, #débats, 
#opinions et #analyses ! 

 #CNEWS, venez avec vos convictions, vous vous ferez une opinion
509
962
4.8K",509.0,962.0,4800.0,2021-08-23 07:22:47,1900-01-01 07:22:47
2076,2021-08-24T19:13:43.000Z,"Toute ma jeunesse…

#RollingStones #CharlieWatts
Quote Tweet
The Rolling Stones
@RollingStones
 · Aug 24
151
282
2K",151.0,282.0,2000.0,2021-08-24 19:13:43,1900-01-01 19:13:43
2077,2021-08-25T10:02:06.000Z,"Impérial ! Merci à la 
@NuitInvalides
 pour ce spectacle grandiose en l’honneur de Napoléon.
104
679
4.2K",104.0,679.0,4200.0,2021-08-25 10:02:06,1900-01-01 10:02:06
2078,2021-08-26T15:08:16.000Z,"Voici comment j'en suis arrivé à auto-éditer mon nouveau livre.

Retrouvez mon entretien avec 
@ActuaLitte
 sur la sortie prochaine de « La France n'a pas dit son dernier mot ».
Quote Tweet
ActuaLitté
@ActuaLitte
 · Aug 25
Eric Zemmour : “Comment je suis devenu auteur-éditeur” https://actualitte.com/a/j0Ry0Icn

@ZemmourEric @InterforumEdit1 @Editis_officiel @CNEWS
@AlbinMichel 
#interviews #distribution #autoedition #auteur #politique
141
608
2.3K",141.0,608.0,2300.0,2021-08-26 15:08:16,1900-01-01 15:08:16
2079,2021-08-26T10:41:33.000Z,"Prêts pour la rentrée ?
1.3K
3.5K
12.5K",1300.0,3500.0,12500.0,2021-08-26 10:41:33,1900-01-01 10:41:33
2080,2021-08-26T08:33:00.000Z,"À lundi !
380
868
5.8K",380.0,868.0,5800.0,2021-08-26 08:33:00,1900-01-01 08:33:00
2081,2021-08-28T16:38:27.000Z,"Mille mercis pour votre chaleureux accueil !
#RentreeOF #ObjectifFrance
156
685
4.2K",156.0,685.0,4200.0,2021-08-28 16:38:27,1900-01-01 16:38:27
2082,2021-08-28T14:10:09.000Z,"De riches discussions avec 
@RafikSmati
 et 
@corinnelepage
 ! 
#RentreeOF
127
491
2.6K",127.0,491.0,2600.0,2021-08-28 14:10:09,1900-01-01 14:10:09
2083,2021-08-29T18:44:13.000Z,"Les idées que je défends unissent déjà la droite depuis des années.
#RentreeOF #ObjectifFrance
247
951
5.1K",247.0,951.0,5100.0,2021-08-29 18:44:13,1900-01-01 18:44:13
2084,2021-08-29T14:40:56.000Z,"Ravi de vous retrouver dès demain soir aux côtés de 
@christine_kelly
 pour une nouvelle saison de #Facealinfo.
Quote Tweet
Christine KELLY
@christine_kelly
 · Aug 29
#Facealinfo saison 3. 

Avec @ZemmourEric et mes mousquetaires ce lundi : 
19heures, c’est l’heure.
241
788
3.8K",241.0,788.0,3800.0,2021-08-29 14:40:56,1900-01-01 14:40:56
2085,2021-08-30T16:59:12.000Z,"Les GAFAM avancent et la liberté recule. Soutien à Jean Messiha qui, lui aussi, s'est vu censuré.

#STOPcensure
182
1K
5K",182.0,1000.0,5000.0,2021-08-30 16:59:12,1900-01-01 16:59:12
2086,2021-08-30T09:27:40.000Z,"À ce soir !
#Facealinfo
397
892
4.9K",397.0,892.0,4900.0,2021-08-30 09:27:40,1900-01-01 09:27:40
2087,2021-08-31T14:58:40.000Z,"On ne doit rien aux Afghans.
Les Afghans qui ont travaillé pour l'armée française ne sont pas les harkis, ils ne se sont pas battus pour la France.
#Facealinfo
0:56
747.6K views
936
1.6K
4.2K",936.0,1600.0,4200.0,2021-08-31 14:58:40,1900-01-01 14:58:40
2088,2021-08-31T12:00:31.000Z,"Je ne connaissais pas la République de la cité des Flamants.
Quote Tweet
Quotidien
@Qofficiel
 · Aug 30
""Vous voyez Macron ? Les Français lui obéissent. Bah ici c'est pareil : les gens qui veulent entrer dans le quartier, ils nous obéissent""
Cité des Flamants : ceux qui contrôlent les points de deal contrôlent aussi... les voitures qui peuvent y circuler 
#Quotidien
Show this thread
394
1.4K
5.2K",394.0,1400.0,5200.0,2021-08-31 12:00:31,1900-01-01 12:00:31
2089,2021-08-31T10:25:59.000Z,"Nous n'avons aucun devoir d'accueillir le moindre Afghan. Les Afghans sont de grands guerriers, alors s'ils ne sont pas contents du gouvernement taliban, qu'ils le combattent.
#Facealinfo
262
1.1K
4.5K",262.0,1100.0,4500.0,2021-08-31 10:25:59,1900-01-01 10:25:59
2092,2021-09-01T09:23:28.000Z,"Dans le cadre de ces échanges avec les Français, je ne pourrai plus assurer ma chronique de fin de semaine dans Le Figaro.
#CroiséeDesChemins
132
380
1.8K",132.0,380.0,1800.0,2021-09-01 09:23:28,1900-01-01 09:23:28
2093,2021-09-01T09:23:27.000Z,"La France est à la croisée des chemins, mais elle n'a pas dit son dernier mot. Je pars à la rencontre des Français pour leur présenter mon nouveau livre.
#CroiséeDesChemins
651
1.3K
5.6K",651.0,1300.0,5600.0,2021-09-01 09:23:27,1900-01-01 09:23:27
2094,2021-09-02T15:36:49.000Z,"Depuis la mondialisation, les syndicats ne peuvent plus demander grand-chose puisqu'il n'y a plus d'usines et de salariés de celles-ci.
#Facealinfo
1:24
24.6K views
52
265
1.1K",52.0,265.0,1100.0,2021-09-02 15:36:49,1900-01-01 15:36:49
2095,2021-09-02T13:41:22.000Z,"Le grand remplacement et la « créolisation » sont des termes synonymes. C'est le même phénomène que l'on décrit. 
#Facealinfo
124
473
1.9K",124.0,473.0,1900.0,2021-09-02 13:41:22,1900-01-01 13:41:22
2098,2021-09-03T19:01:59.000Z,"Pour une fois qu'il a raison, lui !
Quote Tweet
jean-michel aphatie
@jmaphatie
 · Sep 3
Et le bilan carbone de ce dîner? @MLP_officiel et @ZemmourEric habitent à Paris tous les deux. Pas besoin d’aller à #Béziers pour dîner. Ils peuvent se téléphoner aussi. On dirait des vieux politiciens de la IVeme République. Étonnant, non? twitter.com/BFMTV/status/1…
198
319
2.6K",198.0,319.0,2600.0,2021-09-03 19:01:59,1900-01-01 19:01:59
2099,2021-09-03T15:17:20.000Z,"Depuis le temps que je le réclame, enfin !
Quote Tweet
Jean-Luc Mélenchon
@JLMelenchon
 · Sep 3
S'il y a un survivant au pique-nique #LePen et #Zemmour, il pourrait accepter un débat avec moi. Comme ça on entendra enfin une réplique argumentée à leurs délires.
814
2.2K
11.7K",814.0,2200.0,11700.0,2021-09-03 15:17:20,1900-01-01 15:17:20
