,Timestamp,Embedded_text,Comments,Likes,Retweets,date,heure
0,2019-11-01T21:53:43.000Z," Pour revoir les différentes émissions de #Facealinfo rendez-vous sur 
@CNEWS
 .fr ! 

Ça se passe ici 
https://cnews.fr/replay

 A lundi ! Excellent week-end à tous
1
16
37",1.0,16.0,37.0,2019-11-01 21:53:43,1900-01-01 21:53:43
1,2019-11-01T21:41:42.000Z,"Eric #Zemmour face à 
@HuygheFB
 sur 
@CNEWS
 : 

 « Le populisme ne peut être que de droite. Le populisme de gauche est une supercherie. Le populisme, c’est une révolte identitaire et une révolte sociale. Or le populisme de gauche, ce n’est qu’une révolte sociale » #facealinfo
4
33
67",4.0,33.0,67.0,2019-11-01 21:41:42,1900-01-01 21:41:42
2,2019-11-02T13:00:00.000Z," Qui aimeriez-vous voir face à Eric #Zemmour, pour débattre dans #Facealinfo ?

 Vos propositions en commentaire !
1.4K
338
307",1400.0,338.0,307.0,2019-11-02 13:00:00,1900-01-01 13:00:00
3,2019-11-02T09:00:00.000Z,"Eric #Zemmour face à 
@HuygheFB
 sur 
@CNEWS
 : « Les Gilets Jaunes sont des électeurs du RN contrôlés par des cadres de la France Insoumise. On les a enfermés dans des querelles sociales et institutionnelles. Ils se sont fait avoir » 
#Facealinfo
12
38
105",12.0,38.0,105.0,2019-11-02 09:00:00,1900-01-01 09:00:00
5,2019-11-04T21:58:00.000Z,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 :
« On ne peut pas préconiser en même temps l’organisation d’un islam de France par l’Etat et le principe de séparation de l’Eglise et de l’Etat. Cela s’appelle un oxymore » 
#Facealinfo
7
87
155",7.0,87.0,155.0,2019-11-04 21:58:00,1900-01-01 21:58:00
6,2019-11-04T21:28:51.000Z,"Éric #Zemmour face au socialiste 
@patrickmennucci
 sur 
@CNEWS
 :
 « S’assimiler, c’est s’approprier un schéma culturel historique. Ce n’est pas promouvoir un modèle culturaliste comme l’a fait la gauche depuis les années 80 » 
#Facealinfo
4
49
116",4.0,49.0,116.0,2019-11-04 21:28:51,1900-01-01 21:28:51
7,2019-11-04T19:37:11.000Z,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 : ""Depuis les années 80, vous avez sacrifié la Nation sur l’autel de l’Europe, l’école sur l’autel de la sociologie et la laïcité sur la crainte de ne pas froisser les musulmans"" (2/2) #Facealinfo
15
301
657",15.0,301.0,657.0,2019-11-04 19:37:11,1900-01-01 19:37:11
8,2019-11-04T19:36:02.000Z,"Éric #Zemmour face à 
@patrickmennucci
 sur 
@CNEWS
 : ""Ce n’est pas un hasard si la gauche est morte. Elle s’appuyait sur trois fondements et elle les a trahis : la Nation, la laïcité, l’école"" (1/2) #Facealinfo
5
60
146",5.0,60.0,146.0,2019-11-04 19:36:02,1900-01-01 19:36:02
9,2019-11-04T18:25:47.000Z,"Le face à face, c'est maintenant ! RDV sur 
@CNEWS
 dans #Facealinfo
4
17
53",4.0,17.0,53.0,2019-11-04 18:25:47,1900-01-01 18:25:47
10,2019-11-04T17:42:37.000Z," L'invité de ce soir dans #Facealinfo est l'homme politique socialiste marseillais 
@patrickmennucci
 !

 Au menu du jour : l'état du 
@partisocialiste
, l'avenir de la gauche et les banlieues

A tout de suite sur 
@CNEWS
23
26
53",23.0,26.0,53.0,2019-11-04 17:42:37,1900-01-01 17:42:37
11,2019-11-05T20:55:00.000Z," Merci d'avoir été là ce soir devant #Facealinfo  à demain, même heure !
5
21
61",5.0,21.0,61.0,2019-11-05 20:55:00,1900-01-01 20:55:00
12,2019-11-05T20:45:00.000Z,"Eric #Zemmour dans #Facealinfo : ""Nous sommes tous soumis aux Etats-Unis depuis 1945. Le seul qui a résisté c'est De Gaulle"" #Europe #Brexit
6
49
100",6.0,49.0,100.0,2019-11-05 20:45:00,1900-01-01 20:45:00
13,2019-11-05T20:21:00.000Z,"Eric #Zemmour sur l'immigration économique dans #Facealinfo : 
 ""Ces #quotas sont soit-disant pour faire baisser l'immigration, mais en réalité ils vont l'augmenter""
19
192
384",19.0,192.0,384.0,2019-11-05 20:21:00,1900-01-01 20:21:00
14,2019-11-05T20:04:17.000Z,"Eric #Zemmour face à 
@nbouzou
sur 
@CNEWS
 
  ""Le Brexit n'est pas une question économique. C'est d'abord une question politique de souveraineté nationale""
#Facealinfo
2
14
65",2.0,14.0,65.0,2019-11-05 20:04:17,1900-01-01 20:04:17
15,2019-11-05T19:55:30.000Z,"Eric #Zemmour dans #Facealinfo : ""Je ne comprends pas pourquoi on fait un tel foin autour de cet #AccorddeParis alors qu'il n'est pas contraignant"" 
#climat #Trump
1
7
25",1.0,7.0,25.0,2019-11-05 19:55:30,1900-01-01 19:55:30
16,2019-11-05T17:17:08.000Z," Rendez-vous ce soir dans #Facealinfo sur 
@CNEWS
  pour un nouveau face à face entre Éric #Zemmour et 
@nbouzou
 !

Le sujet de ce soir : le #Brexit 
13
26
40",13.0,26.0,40.0,2019-11-05 17:17:08,1900-01-01 17:17:08
17,2019-11-06T21:46:14.000Z,"Eric #Zemmour face à 
@HenriPenaRuiz
  : ""D’où vient l’universalisme des droits de l’homme ? Une fois de plus de l’Eglise et du message de St Paul qui disait : il n’y a plus ni juif ni grec, il n’y a plus ni esclave ni homme libre, il n’y a plus l’homme et la femme"" #laicite
6
44
93",6.0,44.0,93.0,2019-11-06 21:46:14,1900-01-01 21:46:14
18,2019-11-06T19:16:59.000Z,"Eric #Zemmour face à 
@HenriPenaRuiz
 sur 
@CNEWS
 : 
« Vous ne seriez pas laïc si vous ne baigniez pas dans une culture chrétienne et catholique. C’est dans la religion chrétienne que l’on a inventé la séparation entre le spirituel et le temporel » #laicite #Facealinfo
51
366
831",51.0,366.0,831.0,2019-11-06 19:16:59,1900-01-01 19:16:59
19,2019-11-06T18:32:25.000Z," Le face à face Eric #Zemmour et 
@HenriPenaRuiz
 c'est maintenant ! 

Au menu de ce débat prometteur :
 Islamophobie
 Laïcité
 La gauche face à l'islam
21
18
39",21.0,18.0,39.0,2019-11-06 18:32:25,1900-01-01 18:32:25
20,2019-11-07T23:20:29.000Z,"Éric #Zemmour face à 
@gerardlonguet55
 sur 
@CNEWS
 : « L’Otan n’a plus de légitimité depuis la chute du mur de Berlin puisque le pacte de Varsovie a été dissout. Même les militaires américains disent depuis des années qu’ils n’ont pas besoin des Européens pour mener leurs guerre ».
3
73
171",3.0,73.0,171.0,2019-11-07 23:20:29,1900-01-01 23:20:29
21,2019-11-07T19:48:19.000Z,"Éric #Zemmour sur 
@CNEWS
 : « Le droit d’asile, c’est celui dont a bénéficié Victor Hugo à Guernesey. Aujourd'hui, ce droit est mort. Des centaines de milliers de personnes, ce n’est pas le droit d’asile, c’est une invasion migratoire » #Migrants #Facealinfo
30
496
1K",30.0,496.0,1000.0,2019-11-07 19:48:19,1900-01-01 19:48:19
22,2019-11-07T19:24:47.000Z,"Éric #Zemmour sur 
@CNEWS
 au sujet des camps évacués : « C’est un coup de com’ après l’annonce des quotas qui vont augmenter l’immigration économique. Ils évacuent des campements des demandeurs d’asile qui pour la plupart seront déboutés, mais ne seront pas expulsés » #Facealinfo
2
172
291",2.0,172.0,291.0,2019-11-07 19:24:47,1900-01-01 19:24:47
23,2019-11-07T17:57:44.000Z,"A tout de suite sur 
@CNEWS
 ! 
9
18
77",9.0,18.0,77.0,2019-11-07 17:57:44,1900-01-01 17:57:44
24,2019-11-07T17:32:03.000Z," Le sénateur 
@gerardlonguet55
 sera l'invité ce soir pour débattre face à Eric #Zemmour sur le plateau de #Facealinfo 

Ex-ministre de la Défense sous Sarkozy, Gérard Longuet débattra de la légitimité de l' #Otan et de l'avenir de parti Les #Républicains 

A tout à l'heure 
18
39
68",18.0,39.0,68.0,2019-11-07 17:32:03,1900-01-01 17:32:03
25,2019-11-07T06:38:22.000Z,"Eric #Zemmour : ""La présence  au Sahel renoue géographiquement avec la présence coloniale. Au XIXe, le général Faidherbe intervenait dans cette région, au cœur de l’affrontement séculaire entre le monde arabo-musulman au nord et l’Afrique noire, chrétienne et animiste, au sud""
10
26",0.0,10.0,26.0,2019-11-07 06:38:22,1900-01-01 06:38:22
26,2019-11-07T06:37:48.000Z,"E. #Zemmour «Il faut rappeler qu’avec l’#AME, les gens se font soigner gratis. Le ministère de l’Intérieur avait demandé sa suppression. Ce serait la seule solution efficace pour nous rendre moins attractifs. Les migrants comparent les pays, et le plus intéressant c’est la  »
5
101
143",5.0,101.0,143.0,2019-11-07 06:37:48,1900-01-01 06:37:48
27,2019-11-08T14:28:13.000Z,"Éric #Zemmour face à 
@gerardlonguet55
  « Les élections majoritaires à deux tours impliquent des alliances au 2e tour. C’est ce que Mitterrand a fait dans les années 70 avec les communistes. Or, la droite RPR, UMP puis LR refuse l’alliance avec le RN. C’est son péché originel »
4
46
100",4.0,46.0,100.0,2019-11-08 14:28:13,1900-01-01 14:28:13
28,2019-11-12T21:48:00.000Z,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
 : « En 1989, j’ai été très heureux pour les peuples libérés du joug communiste. Mais comme François Mitterrand, je pense que la réunification de l’Allemagne a été une catastrophe pour la France » #Facealinfo
1
18
38",1.0,18.0,38.0,2019-11-12 21:48:00,1900-01-01 21:48:00
29,2019-11-12T21:24:22.000Z,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
  : « Vous croyez en une force : celle du marché, des minorités et des juges. Vous imposez cette force à des gens qui la subissent. Et c’est une force qui détruit les identités collectives des individus » #Facealinfo
5
25
43",5.0,25.0,43.0,2019-11-12 21:24:22,1900-01-01 21:24:22
30,2019-11-12T19:28:30.000Z,"Éric #Zemmour face à 
@alain_madelin
 sur 
@CNEWS
 : ""Certes, la majorité est potentiellement tyrannique. Mais aujourd’hui, c’est la majorité qui est tyrannisée. Les démocratie illibérale c’est la démocratie d’autrefois : c'est la majorité y gouverne, pas les juges ni les minorités""
4
46
86",4.0,46.0,86.0,2019-11-12 19:28:30,1900-01-01 19:28:30
31,2019-11-12T19:11:57.000Z,"Éric #Zemmour sur 
@CNEWS
 #Marche10Novembre : « La polémique sur l’étoile jaune me surprend. C’est SOS-Racisme qui avait fait l’association avec la déportation avec sa petite main jaune. Ce n’était pas un hasard » #Facealinfo
6
117
259",6.0,117.0,259.0,2019-11-12 19:11:57,1900-01-01 19:11:57
32,2019-11-12T18:00:06.000Z," #Facealinfo c'est maintenant ! Et c'est sur 
@CNEWS
 6
30",0.0,6.0,30.0,2019-11-12 18:00:06,1900-01-01 18:00:06
33,2019-11-12T17:26:27.000Z," Ce soir dans #Facealinfo retrouvez le face à face Éric #Zemmour vs Alain Madelin pour un debat musclé sur :

 Les démocraties ""illibérales""
 L'État de droit
 Les droits de l'homme

A tout de suite sur 
@CNEWS
  12
49
72",12.0,49.0,72.0,2019-11-12 17:26:27,1900-01-01 17:26:27
34,2019-11-13T21:13:40.000Z,"Éric #Zemmour face à 
@michelmaffesoli
  « Les Gilets Jaunes, c’est le retour de la lutte des classes. Les Gilets Jaunes ont été marginalisés par la mondialisation et ils se révoltent contre les élites mondialisées. Ils sont dans le rationnel, pas dans l’émotionnel » #Facealinfo
3
24
74",3.0,24.0,74.0,2019-11-13 21:13:40,1900-01-01 21:13:40
35,2019-11-13T19:42:06.000Z,"Éric #Zemmour sur 
@CNEWS
 : « L’université accueille trop d’étudiants qui ne devraient pas l’être. On rentre à l’université sans avoir le niveau. Il faudrait sélectionner davantage et on pourrait alors donner des bourses supplémentaires » #Facealinfo #etudiants
32
297
770",32.0,297.0,770.0,2019-11-13 19:42:06,1900-01-01 19:42:06
36,2019-11-13T19:09:35.000Z,"Éric #Zemmour : « Depuis le premier jour, une élite démocrate refuse l'élection de 
@realDonaldTrump
 et estime qu’il est illégitime. Les élites occidentales considèrent que quand le peuple vote mal, son vote n’est pas valable. Il faut donc ""tuer"" Trump avec l’impeachment »
6
96
160",6.0,96.0,160.0,2019-11-13 19:09:35,1900-01-01 19:09:35
37,2019-11-13T17:46:08.000Z," Face a Éric #Zemmour ce soir dans #Facealinfo, le sociologue 
@michelmaffesoli
 viendra débattre débattre des mouvements sociaux, du communautarisme et du nomadisme.

A tout de suite sur 
@CNEWS
 5
21
37",5.0,21.0,37.0,2019-11-13 17:46:08,1900-01-01 17:46:08
38,2019-11-14T22:18:11.000Z,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « De plus en plus, nous avons des intérêts divergents. Entre le Nord et le Sud. Entre l’Est et l’Ouest. On n’a plus grand-chose en commun. C’est l’échec de l’euro qui devait accroître la convergence des économies » #Facealinfo
3
35
92",3.0,35.0,92.0,2019-11-14 22:18:11,1900-01-01 22:18:11
39,2019-11-14T19:51:06.000Z,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « Ce que dit 
@EmmanuelMacron
 quand il veut s’affranchir du critère des 3% de déficit, c’est exactement ce que disait Philippe Séguin autrefois » #Facealinfo
1
19
54",1.0,19.0,54.0,2019-11-14 19:51:06,1900-01-01 19:51:06
40,2019-11-14T19:05:05.000Z,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 : « On a survalorisé l’euro de la BCE et on a imaginé une flexibilité qui n’existait pas. C’est le piège fédéraliste : imposer une monnaie unique pour imposer ensuite un État européen » #Facealinfo
5
60
115",5.0,60.0,115.0,2019-11-14 19:05:05,1900-01-01 19:05:05
41,2019-11-14T16:45:43.000Z," Ce soir, dans #Facealinfo, assistez au face à face entre l'économiste 
@ChrisSaintEtien
 et Eric #Zemmour 
 
A l'ordre du jour sur 
@CNEWS
 : la crise de l'hôpital, l'endettement et l'euro  !
10
50
86",10.0,50.0,86.0,2019-11-14 16:45:43,1900-01-01 16:45:43
42,2019-11-14T15:23:19.000Z,"Nouveau record !!  Merci à vous
138
522
1.1K",138.0,522.0,1100.0,2019-11-14 15:23:19,1900-01-01 15:23:19
43,2019-11-14T06:39:24.000Z,"Éric #Zemmour face à 
@michelmaffesoli
 sur 
@CNEWS
 : « Le peuple français s’est forgé contre les tribus et les communautés, au travers de son État. Il existe une alliance millénaire entre l’État et le peuple contre les élites » #Facealinfo
4
23
35",4.0,23.0,35.0,2019-11-14 06:39:24,1900-01-01 06:39:24
44,2019-11-15T07:39:25.000Z,"Éric #Zemmour face 
@ChrisSaintEtien
 sur 
@CNEWS
 
« L’euro est une invention des élites françaises qui en avaient assez de se soumettre à l’hégémonie monétaire allemande. C’est le fantasme de la technocratie française » #Facealinfo
4
41
67",4.0,41.0,67.0,2019-11-15 07:39:25,1900-01-01 07:39:25
45,2019-11-16T11:03:17.000Z,"A lundi !

En attendant les retransmissions de l'émission sont ici 

https://cnews.fr/emission/2019-11-14/face-linfo-du-14112019-899420…
3
41
89",3.0,41.0,89.0,2019-11-16 11:03:17,1900-01-01 11:03:17
46,2019-11-18T20:20:53.000Z,"Éric #Zemmour face à Thierry Lentz sur 
@CNEWS
  
« Napoléon est le personnage que notre époque déteste le plus. C’était un homme. Il faisait la guerre. Et c’était un chef. Aujourd’hui, on ne veut plus de chef. On veut des cools » 
#Facealinfo
16
102
221",16.0,102.0,221.0,2019-11-18 20:20:53,1900-01-01 20:20:53
47,2019-11-18T19:34:26.000Z,"Éric #Zemmour face à Thierry Lentz sur 
@CNEWS
 : « Le personnage de l’histoire que j’admire le plus au monde, c’est Napoléon. C’est un des plus grands génie de l’histoire, pour le meilleur et pour le pire. Il n’était rien et il est devenu empereur de toute l’Europe » #Facealinfo
26
138
389",26.0,138.0,389.0,2019-11-18 19:34:26,1900-01-01 19:34:26
48,2019-11-18T19:09:35.000Z,"Éric #Zemmour sur 
@CNEWS
 : « Toutes les ""Révolutions Orange"" en Europe étaient manipulées par les Américains et les organisations de George Soros qui avaient formé les leaders de ces mouvements. Peut-on imaginer que ce soit le cas à Hong Kong ? » #Facealinfo
17
103
166",17.0,103.0,166.0,2019-11-18 19:09:35,1900-01-01 19:09:35
49,2019-11-18T17:40:00.000Z," Spécialiste de #Napoleon, l'historien Thierry Lentz sera l'invité de #facealinfo ce soir pour débattre face à Eric #Zemmour. Au menu :

 La France face à son histoire
 La place de Napoléon dans les mémoires
 L'empire est-il le destin manqué de la  ?

A tt de suite ! 
40
90
177",40.0,90.0,177.0,2019-11-18 17:40:00,1900-01-01 17:40:00
50,2019-11-18T09:55:47.000Z,"Un indice pour le débat de ce soir ! Qui s'annonce de haute volée 
48
126
329",48.0,126.0,329.0,2019-11-18 09:55:47,1900-01-01 09:55:47
51,2019-11-19T21:50:25.000Z,"Éric #Zemmour face à 
@UPR_Asselineau
 sur 
@CNEWS
 
« L’argent que l’on donne aux pays de l’Est, c’est une compensation car ils n’imposent pas de droits de douane sur nos produits. Ce qui permet à nos entreprises d’aller dans ces pays » #Facealinfo
9
25
66",9.0,25.0,66.0,2019-11-19 21:50:25,1900-01-01 21:50:25
52,2019-11-19T20:29:50.000Z,"Éric #Zemmour face à 
@UPR_Asselineau
 sur 
@CNEWS
 : « On dérive aujourd’hui de l’argent public vers des choses qui ne sont pas indispensables et l’on réduit les investissements. Notre problème n°1, c’est notre budget social qui est colossal parce qu’on l’ouvre au monde entier »
14
142
315",14.0,142.0,315.0,2019-11-19 20:29:50,1900-01-01 20:29:50
53,2019-11-19T19:24:06.000Z,"Éric #Zemmour sur 
@CNEWS
 : #Iran #HongKong « Comme par hasard, ces révoltes ne touchent que les adversaires des Etats-Unis. Mais vous allez dire que j’ai l’esprit mal tourné ! » #Facealinfo
11
30
88",11.0,30.0,88.0,2019-11-19 19:24:06,1900-01-01 19:24:06
54,2019-11-19T16:20:53.000Z," ""Napoléon est le personnage que j'admire le plus au monde"" 
Eric #Zemmour dans #Facealinfo hier soir
13
66
176",13.0,66.0,176.0,2019-11-19 16:20:53,1900-01-01 16:20:53
55,2019-11-19T14:55:36.000Z," Le #faceaface de ce soir opposera le président de l'
@UPR_Asselineau
 à Eric #Zemmour ! 

RDV à 19 heures sur 
@CNEWS
 pour un nouveau numéro de #Facealinfo 
30
89
151",30.0,89.0,151.0,2019-11-19 14:55:36,1900-01-01 14:55:36
56,2019-11-19T13:42:21.000Z,"Éric #Zemmour face à Thierry Lentz sur 
@CNEWS
 
« Napoléon a accompli le destin millénaire de la France  qui était de rassembler l’Europe » 
#Facealinfo
5
21
84",5.0,21.0,84.0,2019-11-19 13:42:21,1900-01-01 13:42:21
57,2019-11-20T20:47:00.000Z,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 : « Les pays de l’Est qui veulent protéger leurs cultures et leurs histoires, repoussent le libéralisme. La pérennité d’une collectivité nationale doit primer sur l’individu » 
#Facealinfo
3
24
66",3.0,24.0,66.0,2019-11-20 20:47:00,1900-01-01 20:47:00
58,2019-11-20T20:23:03.000Z,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 
« Le libéralisme, c’est faire de l’ennemi un allié. Or la politique c’est au contraire désigner un ennemi, comme disait Carl Schmitt. Le libéralisme est donc l’ennemi de la politique » 
#Facealinfo
1
18
35",1.0,18.0,35.0,2019-11-20 20:23:03,1900-01-01 20:23:03
59,2019-11-20T19:24:02.000Z,"Éric #Zemmour face à 
@OlivierBabeau
 sur 
@CNEWS
 : ""On a un système de redistribution énorme, très lourd et assez incroyablement efficace. Je ne suis donc pas choqué l’on prenne des mesures pour empêcher le plus riches de s’exiler"" #Facealinfo
3
10
33",3.0,10.0,33.0,2019-11-20 19:24:02,1900-01-01 19:24:02
60,2019-11-20T19:06:39.000Z,"Éric #Zemmour sur 
@CNEWS
 #Retraites : « Le patronat réclame une augmentation de l’âge du départ à la retraite, ce à quoi je suis favorable. Mais quand on voit le nombre de personnes qui sont virées à l’âge de 50 ou 55 ans, c’est qu’il y a un problème » #Facealinfo
10
152
350",10.0,152.0,350.0,2019-11-20 19:06:39,1900-01-01 19:06:39
61,2019-11-20T17:09:20.000Z," L'économiste et président de l' 
@Instit_Sapiens
 @OlivierBabeau
 est l'invité de #Facealinfo ce soir pour débattre du libéralisme face à Eric #Zemmour 

A tout à l'heure sur 
@Cnews
 14
29
74",14.0,29.0,74.0,2019-11-20 17:09:20,1900-01-01 17:09:20
62,2019-11-20T14:18:24.000Z," ""Vous vous trompez de combat"" lance Eric #Zemmour face à 
@UPR_Asselineau
 dans #Facealinfo
12
45
110",12.0,45.0,110.0,2019-11-20 14:18:24,1900-01-01 14:18:24
64,2019-11-21T19:29:17.000Z,"Éric #Zemmour sur 
@CNEWS
 : « Deux poids, deux mesures. Les black blocs semblent jouir d’une impunité complète et les émeutiers de banlieue bénéficient d’une liberté totale de casser. Mais on va éborgner des Gilets Jaunes. L'effet sur la population est déplorable  » #Facealinfo
16
413
792",16.0,413.0,792.0,2019-11-21 19:29:17,1900-01-01 19:29:17
65,2019-11-21T19:09:01.000Z,"Éric #Zemmour sur 
@CNEWS
 : « On rejette toute violence même symbolique. Et en même temps chaque groupe veut s’approprier la légitimité de la violence et estime que l’État est une bande parmi d’autres. Ce discours de la non-violence finit en violence de tous contre tous »
7
59
117",7.0,59.0,117.0,2019-11-21 19:09:01,1900-01-01 19:09:01
66,2019-11-22T16:43:02.000Z,"Éric #Zemmour face à Yves Michaud sur 
@CNEWS
 
« La République est adossée à une patrie. Et la patrie est adossée à un enracinement millénaire, à une culture commune. Il faut construire la communauté française  et pas la communauté républicaine » 
#Facealinfo
9
159
341",9.0,159.0,341.0,2019-11-22 16:43:02,1900-01-01 16:43:02
67,2019-11-22T06:12:02.000Z,"Éric #Zemmour face à Yves Michaud sur 
@CNEWS
 :
 « Une partie de la société ne supporte plus la hiérarchie, refuse la position du haut fonctionnaire qui incarne l’autorité et l’Etat, veut un égalitarisme absolu et défend une forme de fausse gentillesse » 
#Facealinfo
2
25
59",2.0,25.0,59.0,2019-11-22 06:12:02,1900-01-01 06:12:02
68,2019-11-23T16:39:56.000Z,"Eric #Zemmour et Yves Michaud sur les émeutes de 2005 
#Facealinfo 
@CNEWS
0:41
3.1K views
2
71
127",2.0,71.0,127.0,2019-11-23 16:39:56,1900-01-01 16:39:56
69,2019-11-23T07:59:44.000Z,"""Ce discours de la non-violence se finit en guerre de tous contre tous"" Eric #Zemmour dans #Facealinfo
5
63
125",5.0,63.0,125.0,2019-11-23 07:59:44,1900-01-01 07:59:44
72,2019-11-25T20:25:34.000Z,"Éric #Zemmour face à 
@dr_l_alexandre
 : « Vous avez remplacé la religion par la science. La science détermine tout selon vous, y compris les lignes morales. Je pense le contraire : La science n’est qu’un sous-produit de l’idéologie » 
#Facealinfo
45
111
219",45.0,111.0,219.0,2019-11-25 20:25:34,1900-01-01 20:25:34
73,2019-11-25T19:31:28.000Z,"Éric #Zemmour face à 
@dr_l_alexandre
 : « Dire que l’on dispose de la liberté de se tuer, c’est ouvrir la porte à tout. Il n’y a pas de dignité et d’indignité. Les vieilles lois morales comme ""Tu ne tueras point"" sont les seules limites à la férocité humaine » #Facealinfo
8
50
112",8.0,50.0,112.0,2019-11-25 19:31:28,1900-01-01 19:31:28
74,2019-11-25T19:12:03.000Z,"Éric #Zemmour sur 
@CNews
 à propos de la candidature de 
@MikeBloomberg
 : « Je suis assez d’accord avec Bernie Sanders. Plus ça va et plus les élections américaines sont déterminées pas l’argent. Les donateurs sont devenus candidats. C’est assez effrayant » #Facealinfo
4
55
112",4.0,55.0,112.0,2019-11-25 19:12:03,1900-01-01 19:12:03
75,2019-11-25T15:28:14.000Z," L'invité de #Facealinfo est : le Dr Laurent Alexandre 
@dr_l_alexandre
 !

Face à Eric #Zemmour il viendra débattre des enjeux liés au développement de la science : intelligence artificielle, transhumanisme, eugénisme, mais aussi écologie et déclinisme !

A ce soir sur 
@CNEWS
 125
325
648",125.0,325.0,648.0,2019-11-25 15:28:14,1900-01-01 15:28:14
76,2019-11-26T21:08:47.000Z,"Eric #Zemmour face à René Dosière dans #Facealinfo  ""Ce n'est pas le manque de transparence qui fait monter le populisme, c'est l'inverse. Le désir de transparence est une revanche du peuple sur les élites""
3
39
76",3.0,39.0,76.0,2019-11-26 21:08:47,1900-01-01 21:08:47
77,2019-11-26T20:53:31.000Z,"Eric #Zemmour face à René Dosière sur la #transparence de la vie publique  ""Les Français n'attendent pas l'exemplarité des hommes politiques mais leur efficacité !""
#Facealinfo
19
55
162",19.0,55.0,162.0,2019-11-26 20:53:31,1900-01-01 20:53:31
78,2019-11-26T17:43:49.000Z," L'invité de ce soir dans #Facealinfo pour débattre avec Éric #Zemmour est le célèbre chasseur des dépenses publiques, et auteur du livre ""Frais de palais : la vérité sur les dépenses de l'Élysée "", René Dosière 

A tout de suite sur 
@CNEWS
 8
29
58",8.0,29.0,58.0,2019-11-26 17:43:49,1900-01-01 17:43:49
79,2019-11-27T21:37:25.000Z,"#Zemmour face à 
@jclagarde
 : « La Fr s’est faite à coups d’épée, comme disait de Gaulle. Sur mille ans et par l’action des rois de France. Ce ne sont pas les régions qui se sont dit un jour : « Coucou on va se mettre ensemble ! ». Le fédéralisme, c’est un mythe » #Facealinfo
5
50
101",5.0,50.0,101.0,2019-11-27 21:37:25,1900-01-01 21:37:25
80,2019-11-27T19:29:13.000Z,"Éric #Zemmour face à 
@jclagarde
 sur 
@CNEWS
 : « L’Europe ça n’existe pas, car ce n’est pas une nation. Il y a l’Europe-civilisation, mais il n’y a pas de peuple européen. Pour engager des soldats, il faut une légitimité énorme. Seule le chef de l'État la détient » #Facealinfo
8
98
178",8.0,98.0,178.0,2019-11-27 19:29:13,1900-01-01 19:29:13
81,2019-11-27T19:12:50.000Z,"Éric #Zemmour sur 
@CNEWS
 : « Les chiffres des exportations américaines, c’est une claque à toute l’économie dominante qui nous explique que le libre-échange c’est formidable et que le protectionnisme c’est l’horreur » #Facealinfo
3
59
114",3.0,59.0,114.0,2019-11-27 19:12:50,1900-01-01 19:12:50
82,2019-11-27T11:04:49.000Z,"""Le besoin de transparence est sans fin""
Eric #Zemmour face à René Dosière, président de l'Observatoire de l'éthique publique, dans #Facealinfo
5
14
37",5.0,14.0,37.0,2019-11-27 11:04:49,1900-01-01 11:04:49
83,2019-11-27T10:54:07.000Z,"""Les Français n'attendent pas l'exemplarité mais l'efficacité""
Eric #Zemmour face à René Dosière, président de l'Observatoire de l'éthique publique, dans #Facealinfo
11
65
141",11.0,65.0,141.0,2019-11-27 10:54:07,1900-01-01 10:54:07
85,2019-11-28T20:15:00.000Z,"Éric #Zemmour face à Odon Vallet sur 
@CNEWS
 : « Le paradoxe de la bombe nucléaire, c’est qu’elle permet la paix depuis 70 ans. C’est la dissuasion qui a empêché les Soviétiques et les Américains de s’affronter plusieurs fois pendant la guerre froide » 
#Facealinfo
5
49
80",5.0,49.0,80.0,2019-11-28 20:15:00,1900-01-01 20:15:00
86,2019-11-28T19:56:00.000Z,"Éric #Zemmour sur 
@CNEWS
 réagit à la hausse du prix du #gazole : « Je ne comprends pas que l’on ne taxe pas prioritairement les camions étrangers. La France est une voie de passage par laquelle passent tous les camions d’Europe qui ne paient pas leurs impôts ici » #Facealinfo
15
188
392",15.0,188.0,392.0,2019-11-28 19:56:00,1900-01-01 19:56:00
87,2019-11-28T19:43:00.000Z,"Éric #Zemmour face à Odon Vallet sur 
@CNEWS
 : « Monseigneur Barbarin a été lynché médiatiquement. Il a payé des positions iconoclastes sur la mariage gay en 2013. Lors de son premier procès, le parquet n’avait pas requis de peine »
6
77
142",6.0,77.0,142.0,2019-11-28 19:43:00,1900-01-01 19:43:00
88,2019-11-28T19:20:30.000Z,"Éric #Zemmour face à Odon Vallet sur 
@CNEWS
  « 
@pontifex
 est un homme de gauche. C’est l’héritier de la théologie de la libération qui s’est répandue en Amérique du Sud dans les années 70 » 
#Facealinfo
5
43
59",5.0,43.0,59.0,2019-11-28 19:20:30,1900-01-01 19:20:30
